cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
CAMPANHA,MG,Sudeste,3110905,16627,1,0,2,0,1,Vários,4,24.057256269922416
CAMPESTRE,AL,Nordeste,2701357,7024,0,0,0,0,0,Nenhum,0,0
CAMPESTRE,MG,Sudeste,3111002,21440,0,0,1,0,1,Vários,2,9.328358208955224
CAMPESTRE DA SERRA,RS,Sul,4303673,3407,0,0,0,0,0,Nenhum,0,0
CAMPESTRE DE GOIÁS,GO,Centro-Oeste,5204607,3622,0,0,0,0,0,Nenhum,0,0
CAMPESTRE DO MARANHÃO,MA,Nordeste,2102556,14219,0,0,0,0,0,Nenhum,0,0
CAMPINA DA LAGOA,PR,Sul,4103909,15042,0,0,1,0,1,Vários,2,13.296104241457252
CAMPINA DAS MISSÕES,RS,Sul,4303707,5994,0,0,0,0,1,Televisão,1,16.683350016683352
CAMPINA DO MONTE ALEGRE,SP,Sudeste,3509452,5963,0,0,0,0,0,Nenhum,0,0
CAMPINA DO SIMÃO,PR,Sul,4103958,4062,0,0,0,0,0,Nenhum,0,0
CAMPINA GRANDE,PB,Nordeste,2504009,410332,1,3,5,0,4,Vários,13,3.1681662653656066
CAMPINA GRANDE DO SUL,PR,Sul,4104006,42547,2,0,0,0,0,Jornal,2,4.700683949514654
CAMPINA VERDE,MG,Sudeste,3111101,20079,0,0,0,0,1,Televisão,1,4.980327705563026
CAMPINAÇU,GO,Centro-Oeste,5204656,3740,0,0,0,0,1,Televisão,1,26.737967914438503
CAMPINÁPOLIS,MT,Centro-Oeste,5102603,15386,0,0,0,0,0,Nenhum,0,0
CAMPINAS,SP,Sudeste,3509502,1182429,16,18,14,1,7,Vários,56,4.736013747971337
CAMPINAS DO PIAUÍ,PI,Nordeste,2202109,5522,0,0,0,0,0,Nenhum,0,0
CAMPINAS DO SUL,RS,Sul,4303806,5641,0,0,3,0,1,Vários,4,70.90941322460556
CAMPINORTE,GO,Centro-Oeste,5204706,12321,0,0,0,0,0,Nenhum,0,0
CAMPO ALEGRE,AL,Nordeste,2701407,57548,0,0,0,0,1,Televisão,1,1.737679849864461
CAMPO ALEGRE,SC,Sul,4203303,12012,0,0,0,0,1,Televisão,1,8.325008325008325
CAMPO ALEGRE DE GOIÁS,GO,Centro-Oeste,5204805,7149,0,0,0,0,1,Televisão,1,13.987970345502866
CAMPO ALEGRE DE LOURDES,BA,Nordeste,2905909,30048,0,0,0,0,0,Nenhum,0,0
CAMPO ALEGRE DO FIDALGO,PI,Nordeste,2202117,4957,0,0,0,0,0,Nenhum,0,0
CAMPO AZUL,MG,Sudeste,3111150,3863,0,0,0,0,0,Nenhum,0,0
CAMPO BELO,MG,Sudeste,3111200,54458,2,0,3,0,1,Vários,6,11.017664989533218
CAMPO BELO DO SUL,SC,Sul,4203402,7177,0,0,0,0,1,Televisão,1,13.933398355858994
CAMPO BOM,RS,Sul,4303905,64914,3,1,0,0,0,Vários,4,6.161998952460178
CAMPO BONITO,PR,Sul,4104055,4162,0,0,1,0,0,Rádio,1,24.02691013935608
CAMPO DO BRITO,SE,Nordeste,2801009,18111,0,0,0,0,0,Nenhum,0,0
CAMPO DO MEIO,MG,Sudeste,3111309,11878,0,0,0,0,0,Nenhum,0,0
CAMPO DO TENENTE,PR,Sul,4104105,7829,0,0,0,0,1,Televisão,1,12.773023374632777
CAMPO ERÊ,SC,Sul,4203501,8787,0,0,1,0,1,Vários,2,22.760896779333105
CAMPO FLORIDO,MG,Sudeste,3111408,7886,0,0,0,0,1,Televisão,1,12.6806999746386
CAMPO FORMOSO,BA,Nordeste,2906006,73448,0,0,1,0,1,Vários,2,2.723014922121773
CAMPO GRANDE,AL,Nordeste,2701506,9692,0,0,0,0,0,Nenhum,0,0
CAMPO GRANDE,MS,Centro-Oeste,5002704,874210,16,33,41,0,11,Vários,101,11.553288111552144
CAMPO GRANDE DO PIAUÍ,PI,Nordeste,2202133,5842,0,0,0,0,0,Nenhum,0,0
CAMPO LARGO,PR,Sul,4104204,127309,5,2,2,0,1,Vários,10,7.854904209443165
CAMPO LARGO DO PIAUÍ,PI,Nordeste,2202174,7154,0,0,0,0,0,Nenhum,0,0
CAMPO LIMPO DE GOIÁS,GO,Centro-Oeste,5204854,7345,0,0,0,0,0,Nenhum,0,0
CAMPO LIMPO PAULISTA,SP,Sudeste,3509601,82520,2,0,0,0,0,Jornal,2,2.423654871546292
CAMPO MAGRO,PR,Sul,4104253,28244,0,0,0,0,0,Nenhum,0,0
CAMPO MAIOR,PI,Nordeste,2202208,46082,0,1,2,0,1,Vários,4,8.68017881168352
CAMPO MOURÃO,PR,Sul,4104303,94153,3,2,6,0,1,Vários,12,12.745212579524818
CAMPO NOVO,RS,Sul,4304002,5161,0,0,1,0,1,Vários,2,38.75217981011431
CAMPO NOVO DE RONDÔNIA,RO,Norte,1100700,14484,0,0,0,0,0,Nenhum,0,0
CAMPO NOVO DO PARECIS,MT,Centro-Oeste,5102637,33551,1,0,2,0,0,Vários,3,8.94161127835236
CAMPO REDONDO,RN,Nordeste,2402105,11244,0,0,0,0,0,Nenhum,0,0
CAMPO VERDE,MT,Centro-Oeste,5102678,39933,1,0,1,0,2,Vários,4,10.016778103323066
CAMPOS ALTOS,MG,Sudeste,3111507,15387,0,0,1,0,1,Vários,2,12.997985312276596
CAMPOS BELOS,GO,Centro-Oeste,5204904,19786,0,0,1,0,2,Vários,3,15.162235924390984
CAMPOS BORGES,RS,Sul,4304101,3514,0,0,0,0,0,Nenhum,0,0
CAMPOS DE JÚLIO,MT,Centro-Oeste,5102686,6512,0,0,0,0,0,Nenhum,0,0
CAMPOS DO JORDÃO,SP,Sudeste,3509700,51454,3,0,2,0,1,Vários,6,11.660900998950519
CAMPOS DOS GOYTACAZES,RJ,Sudeste,3301009,490288,3,5,16,0,5,Vários,29,5.914890839669745
CAMPOS GERAIS,MG,Sudeste,3111606,29057,0,0,1,0,1,Vários,2,6.883023023712014
CAMPOS LINDOS,TO,Norte,1703842,9795,0,0,0,0,0,Nenhum,0,0
CAMPOS NOVOS,SC,Sul,4203600,35710,3,0,2,0,2,Vários,7,19.602352282273873
CAMPOS NOVOS PAULISTA,SP,Sudeste,3509809,4900,0,0,0,0,0,Nenhum,0,0
CAMPOS SALES,CE,Nordeste,2302701,27209,0,0,2,0,1,Vários,3,11.025763534124739
CAMPOS VERDES,GO,Centro-Oeste,5204953,3399,0,0,0,0,0,Nenhum,0,0
CAMUTANGA,PE,Nordeste,2603603,8493,0,0,0,0,0,Nenhum,0,0
CANA VERDE,MG,Sudeste,3111903,5735,0,0,0,0,0,Nenhum,0,0
CANAÃ,MG,Sudeste,3111705,4699,0,0,0,0,1,Televisão,1,21.281123643328367
CANAÃ DOS CARAJÁS,PA,Norte,1502152,36027,1,0,0,0,3,Vários,4,11.10278402309379
CANABRAVA DO NORTE,MT,Centro-Oeste,5102694,4630,0,0,0,0,0,Nenhum,0,0
CANANÉIA,SP,Sudeste,3509908,12609,0,0,0,0,0,Nenhum,0,0
CANAPI,AL,Nordeste,2701605,17983,0,0,0,0,0,Nenhum,0,0
CANÁPOLIS,BA,Nordeste,2906105,10151,0,0,1,0,0,Rádio,1,9.851246182642104
CANÁPOLIS,MG,Sudeste,3111804,12117,0,0,1,0,0,Rádio,1,8.252867871585376
CANARANA,BA,Nordeste,2906204,26862,0,0,0,0,1,Televisão,1,3.7227309954582677
CANARANA,MT,Centro-Oeste,5102702,20707,1,0,2,0,1,Vários,4,19.317139131694596
CANAS,SP,Sudeste,3509957,4975,0,0,0,0,0,Nenhum,0,0
CANAVIEIRA,PI,Nordeste,2202251,3892,0,0,0,0,0,Nenhum,0,0
CANAVIEIRAS,BA,Nordeste,2906303,33002,1,0,1,0,0,Vários,2,6.060238773407672
CANDEAL,BA,Nordeste,2906402,8837,0,0,0,0,0,Nenhum,0,0
CANDEIAS,BA,Nordeste,2906501,89707,2,2,2,0,0,Vários,6,6.688441258764645
CANDEIAS,MG,Sudeste,3112000,15147,0,0,1,0,1,Vários,2,13.203934772562222
CANDEIAS DO JAMARI,RO,Norte,1100809,25266,1,1,0,0,0,Vários,2,7.915776141850709
CANDELÁRIA,RS,Sul,4304200,31603,2,0,2,0,0,Vários,4,12.657026231686864
CANDIBA,BA,Nordeste,2906600,14792,0,0,0,0,1,Televisão,1,6.760411032990806
CÂNDIDO DE ABREU,PR,Sul,4104402,16059,0,0,1,0,1,Vários,2,12.45407559623887
CÂNDIDO GODÓI,RS,Sul,4304309,6567,0,0,0,0,0,Nenhum,0,0
CÂNDIDO MENDES,MA,Nordeste,2102606,19943,0,0,0,0,0,Nenhum,0,0
CÂNDIDO MOTA,SP,Sudeste,3510005,31263,6,0,2,0,0,Vários,8,25.589354828391393
CÂNDIDO RODRIGUES,SP,Sudeste,3510104,2792,0,0,0,0,0,Nenhum,0,0
CÂNDIDO SALES,BA,Nordeste,2906709,26674,0,0,0,0,1,Televisão,1,3.7489690335157833
CANDIOTA,RS,Sul,4304358,9406,0,1,0,0,0,Online,1,10.631511800978098
CANDÓI,PR,Sul,4104428,15978,0,0,0,0,0,Nenhum,0,0
CANELA,RS,Sul,4304408,43062,4,0,1,0,0,Vários,5,11.611165296549162
CANELINHA,SC,Sul,4203709,11944,0,0,0,0,0,Nenhum,0,0
CANGUARETAMA,RN,Nordeste,2402204,34267,0,0,0,0,1,Televisão,1,2.918259550004377
CANGUÇU,RS,Sul,4304507,56103,0,0,2,0,0,Rádio,2,3.564871753738659
CANHOBA,SE,Nordeste,2801108,4058,0,0,0,0,0,Nenhum,0,0
CANHOTINHO,PE,Nordeste,2603702,24762,0,0,0,0,0,Nenhum,0,0
CANINDÉ,CE,Nordeste,2302800,77514,0,0,4,0,0,Rádio,4,5.160358128854142
CANINDÉ DE SÃO FRANCISCO,SE,Nordeste,2801207,29372,0,0,1,0,0,Rádio,1,3.404603023287484
CANITAR,SP,Sudeste,3510153,5025,0,0,0,0,0,Nenhum,0,0
CANOAS,RS,Sul,4304606,343853,9,3,3,0,1,Vários,16,4.653151201240065
CANOINHAS,SC,Sul,4203808,54403,5,2,4,0,1,Vários,12,22.057607117254562
CANSANÇÃO,BA,Nordeste,2906808,36191,0,0,0,0,0,Nenhum,0,0
CANTÁ,RR,Norte,1400175,16877,0,0,0,0,0,Nenhum,0,0
CANTAGALO,MG,Sudeste,3112059,4517,0,0,0,0,0,Nenhum,0,0
CANTAGALO,PR,Sul,4104451,13505,0,0,0,0,1,Televisão,1,7.404664938911514
CANTAGALO,RJ,Sudeste,3301108,19697,2,0,1,0,1,Vários,4,20.307661065136823
CANTANHEDE,MA,Nordeste,2102705,21759,0,0,0,0,1,Televisão,1,4.595799439312469
CANTO DO BURITI,PI,Nordeste,2202307,20831,0,0,1,0,0,Rádio,1,4.800537660217945
CANUDOS,BA,Nordeste,2906824,17316,0,0,0,0,0,Nenhum,0,0
CANUDOS DO VALE,RS,Sul,4304614,1817,0,0,0,0,0,Nenhum,0,0
CANUTAMA,AM,Norte,1300904,15490,0,0,0,0,0,Nenhum,0,0
CAPANEMA,PA,Norte,1502202,67150,0,0,1,0,1,Vários,2,2.9784065524944157
CAPANEMA,PR,Sul,4104501,19364,1,0,3,0,1,Vários,5,25.8211113406321
CAPÃO ALTO,SC,Sul,4203253,2597,0,0,0,0,0,Nenhum,0,0
CAPÃO BONITO,SP,Sudeste,3510203,47463,2,0,2,0,1,Vários,5,10.534521627372902
CAPÃO BONITO DO SUL,RS,Sul,4304622,1758,0,0,0,0,0,Nenhum,0,0
CAPÃO DA CANOA,RS,Sul,4304630,48401,3,0,1,0,0,Vários,4,8.264292060081402
CAPÃO DO CIPÓ,RS,Sul,4304655,3449,0,0,0,0,0,Nenhum,0,0
CAPÃO DO LEÃO,RS,Sul,4304663,25495,0,0,0,0,0,Nenhum,0,0
CAPARAÓ,MG,Sudeste,3112109,5489,0,0,0,0,1,Televisão,1,18.218254691200585
CAPELA,AL,Nordeste,2701704,17354,0,0,0,0,1,Televisão,1,5.762360262763628
CAPELA,SE,Nordeste,2801306,34050,0,0,0,0,0,Nenhum,0,0
CAPELA DE SANTANA,RS,Sul,4304689,11455,1,0,0,0,0,Jornal,1,8.729812309035356
CAPELA DO ALTO,SP,Sudeste,3510302,20005,0,0,0,0,0,Nenhum,0,0
CAPELA DO ALTO ALEGRE,BA,Nordeste,2906857,12199,0,0,0,0,1,Televisão,1,8.197393228953194
CAPELA NOVA,MG,Sudeste,3112208,4805,0,0,0,0,0,Nenhum,0,0
CAPELINHA,MG,Sudeste,3112307,37867,2,0,2,0,1,Vários,5,13.204109118757756
CAPETINGA,MG,Sudeste,3112406,7152,0,0,0,0,1,Televisão,1,13.982102908277405
CAPIM,PB,Nordeste,2504033,6552,0,0,0,0,0,Nenhum,0,0
CAPIM BRANCO,MG,Sudeste,3112505,9678,0,0,0,0,0,Nenhum,0,0
CAPIM GROSSO,BA,Nordeste,2906873,31392,0,0,1,0,0,Rádio,1,3.1855249745158005
CAPINÓPOLIS,MG,Sudeste,3112604,16250,1,0,2,0,1,Vários,4,24.615384615384613
CAPINZAL,SC,Sul,4203907,22524,3,2,2,0,1,Vários,8,35.51767004084532
CAPINZAL DO NORTE,MA,Nordeste,2102754,10713,0,0,0,0,0,Nenhum,0,0
CAPISTRANO,CE,Nordeste,2302909,17668,0,0,1,0,0,Rádio,1,5.659950192438306
CAPITÃO,RS,Sul,4304697,2769,0,0,0,0,0,Nenhum,0,0
CAPITÃO ANDRADE,MG,Sudeste,3112653,5405,0,0,0,0,0,Nenhum,0,0
CAPITÃO DE CAMPOS,PI,Nordeste,2202406,11229,0,0,0,0,0,Nenhum,0,0
CAPITÃO ENÉAS,MG,Sudeste,3112703,15237,0,0,0,0,1,Televisão,1,6.562971713591915
CAPITÃO GERVÁSIO OLIVEIRA,PI,Nordeste,2202455,4033,0,0,0,0,0,Nenhum,0,0
CAPITÃO LEÔNIDAS MARQUES,PR,Sul,4104600,15850,0,0,1,0,1,Vários,2,12.618296529968456
CAPITÃO POÇO,PA,Norte,1502301,52839,0,0,0,0,2,Televisão,2,3.785082987944511
CAPITÓLIO,MG,Sudeste,3112802,8682,0,0,0,0,1,Televisão,1,11.51808339092375
CAPIVARI,SP,Sudeste,3510401,54298,4,0,2,0,0,Vários,6,11.050130759880659
CAPIVARI DE BAIXO,SC,Sul,4203956,24298,4,0,1,0,0,Vários,5,20.577825335418552
CAPIVARI DO SUL,RS,Sul,4304671,4362,0,0,0,0,0,Nenhum,0,0
CAPIXABA,AC,Norte,1200179,11136,0,0,0,0,0,Nenhum,0,0
CAPOEIRAS,PE,Nordeste,2603801,19991,0,0,0,0,0,Nenhum,0,0
CAPUTIRA,MG,Sudeste,3112901,9431,0,0,0,0,1,Televisão,1,10.60332944544587
CARAÁ,RS,Sul,4304713,7971,0,0,0,0,0,Nenhum,0,0
CARACARAÍ,RR,Norte,1400209,20807,0,0,1,0,1,Vários,2,9.612149757293219
CARACOL,MS,Centro-Oeste,5002803,5972,0,0,0,0,1,Televisão,1,16.744809109176156
CARACOL,PI,Nordeste,2202505,10729,0,0,0,0,0,Nenhum,0,0
CARAGUATATUBA,SP,Sudeste,3510500,116786,1,2,2,0,0,Vários,5,4.281335091534944
CARAÍ,MG,Sudeste,3113008,23781,0,0,0,0,1,Televisão,1,4.205037635086835
CARAÍBAS,BA,Nordeste,2906899,9773,0,0,0,0,0,Nenhum,0,0
CARAMBEÍ,PR,Sul,4104659,22282,0,0,1,0,0,Rádio,1,4.487927475092002
CARANAÍBA,MG,Sudeste,3113107,3299,0,0,0,0,0,Nenhum,0,0
CARANDAÍ,MG,Sudeste,3113206,25376,0,0,1,0,1,Vários,2,7.881462799495586
CARANGOLA,MG,Sudeste,3113305,33559,3,0,3,0,2,Vários,8,23.8386125927471
CARAPEBUS,RJ,Sudeste,3300936,15568,0,0,0,0,0,Nenhum,0,0
CARAPICUÍBA,SP,Sudeste,3510609,396587,6,1,0,0,0,Vários,7,1.7650603776724905
CARATINGA,MG,Sudeste,3113404,91841,3,0,3,0,5,Vários,11,11.977221502379113
CARAUARI,AM,Norte,1301001,28337,0,0,1,0,0,Rádio,1,3.5289550764018776
CARAÚBAS,PB,Nordeste,2504074,4171,0,0,0,0,0,Nenhum,0,0
CARAÚBAS,RN,Nordeste,2402303,20707,0,0,1,0,1,Vários,2,9.658569565847298
CARAÚBAS DO PIAUÍ,PI,Nordeste,2202539,5769,0,0,0,0,0,Nenhum,0,0
CARAVELAS,BA,Nordeste,2906907,22740,0,0,0,0,1,Televisão,1,4.397537379067722
CARAZINHO,RS,Sul,4304705,62339,4,0,2,0,2,Vários,8,12.833057957298001
CARBONITA,MG,Sudeste,3113503,9544,0,0,0,0,0,Nenhum,0,0
CARDEAL DA SILVA,BA,Nordeste,2907004,9544,0,0,0,0,0,Nenhum,0,0
CARDOSO,SP,Sudeste,3510708,12328,0,2,1,0,1,Vários,4,32.44646333549643
CARDOSO MOREIRA,RJ,Sudeste,3301157,12519,0,0,0,0,0,Nenhum,0,0
CAREAÇU,MG,Sudeste,3113602,6757,0,0,1,0,1,Vários,2,29.598934438360217
CAREIRO,AM,Norte,1301100,37399,0,0,1,0,0,Rádio,1,2.6738682852482687
CAREIRO DA VÁRZEA,AM,Norte,1301159,29190,0,0,0,0,0,Nenhum,0,0
CARIACICA,ES,Sudeste,3201308,387368,0,0,2,0,0,Rádio,2,0.516304909027075
CARIDADE,CE,Nordeste,2303006,22320,0,0,1,0,0,Rádio,1,4.480286738351254
CARIDADE DO PIAUÍ,PI,Nordeste,2202554,4982,0,0,0,0,0,Nenhum,0,0
CARINHANHA,BA,Nordeste,2907103,30118,0,1,1,0,1,Vários,3,9.960820771631582
CARIRA,SE,Nordeste,2801405,21842,0,0,0,0,1,Televisão,1,4.578335317278638
CARIRÉ,CE,Nordeste,2303105,18660,0,0,0,0,0,Nenhum,0,0
CARIRI DO TOCANTINS,TO,Norte,1703867,4296,0,0,0,0,0,Nenhum,0,0
CARIRIAÇU,CE,Nordeste,2303204,26892,0,0,0,0,0,Nenhum,0,0
CARIÚS,CE,Nordeste,2303303,18804,0,0,1,0,0,Rádio,1,5.318017443097213
CARLINDA,MT,Centro-Oeste,5102793,10136,0,0,0,0,0,Nenhum,0,0
CARLÓPOLIS,PR,Sul,4104709,14431,0,0,0,0,0,Nenhum,0,0
CARLOS BARBOSA,RS,Sul,4304804,28091,2,0,2,0,0,Vários,4,14.239436118329714
CARLOS CHAGAS,MG,Sudeste,3113701,19750,0,0,0,0,1,Televisão,1,5.063291139240507
CARLOS GOMES,RS,Sul,4304853,1547,0,0,0,0,0,Nenhum,0,0
CARMÉSIA,MG,Sudeste,3113800,2629,0,0,0,0,0,Nenhum,0,0
CARMO,RJ,Sudeste,3301207,18264,2,0,0,0,1,Vários,3,16.4257555847569
CARMO DA CACHOEIRA,MG,Sudeste,3113909,12350,0,0,1,0,1,Vários,2,16.194331983805668
CARMO DA MATA,MG,Sudeste,3114006,11559,0,0,0,0,1,Televisão,1,8.651267410675663
CARMO DE MINAS,MG,Sudeste,3114105,14822,0,0,0,0,1,Televisão,1,6.746727836999056
CARMO DO CAJURU,MG,Sudeste,3114204,22136,0,0,2,0,0,Rádio,2,9.035056017347308
CARMO DO PARANAÍBA,MG,Sudeste,3114303,30861,2,0,2,0,0,Vários,4,12.961342795113573
CARMO DO RIO CLARO,MG,Sudeste,3114402,21458,2,0,2,0,2,Vários,6,27.96159940348588
CARMO DO RIO VERDE,GO,Centro-Oeste,5205000,9862,0,0,0,0,0,Nenhum,0,0
CARMOLÂNDIA,TO,Norte,1703883,2555,0,0,0,0,0,Nenhum,0,0
CARMÓPOLIS,SE,Nordeste,2801504,16275,0,0,1,0,0,Rádio,1,6.1443932411674345
CARMÓPOLIS DE MINAS,MG,Sudeste,3114501,18995,0,0,1,0,1,Vários,2,10.5290866017373
CARNAÍBA,PE,Nordeste,2603900,19440,0,0,1,0,0,Rádio,1,5.144032921810699
CARNAÚBA DOS DANTAS,RN,Nordeste,2402402,8188,0,0,1,0,0,Rádio,1,12.212994626282365
CARNAUBAIS,RN,Nordeste,2402501,10715,0,0,0,0,0,Nenhum,0,0
CARNAUBAL,CE,Nordeste,2303402,17631,0,0,1,0,0,Rádio,1,5.671828030174125
CARNAUBEIRA DA PENHA,PE,Nordeste,2603926,12805,0,0,0,0,0,Nenhum,0,0
CARNEIRINHO,MG,Sudeste,3114550,10072,0,0,0,0,0,Nenhum,0,0
CARNEIROS,AL,Nordeste,2701803,9155,0,0,0,0,0,Nenhum,0,0
CAROEBE,RR,Norte,1400233,9493,0,0,0,0,0,Nenhum,0,0
CAROLINA,MA,Nordeste,2102804,23803,1,0,0,0,1,Vários,2,8.402302230811243
CARPINA,PE,Nordeste,2604007,82685,0,0,2,0,0,Rádio,2,2.4188184072080787
CARRANCAS,MG,Sudeste,3114600,4110,0,0,0,0,1,Televisão,1,24.330900243309003
CARRAPATEIRA,PB,Nordeste,2504108,2667,0,0,0,0,0,Nenhum,0,0
CARRASCO BONITO,TO,Norte,1703891,4055,0,0,0,0,0,Nenhum,0,0
CARUARU,PE,Nordeste,2604106,356128,2,0,7,0,3,Vários,12,3.3695749842753164
CARUTAPERA,MA,Nordeste,2102903,23576,0,0,0,0,0,Nenhum,0,0
CARVALHÓPOLIS,MG,Sudeste,3114709,3581,0,0,0,0,1,Televisão,1,27.925160569673274
CARVALHOS,MG,Sudeste,3114808,4617,0,0,0,0,0,Nenhum,0,0
CASA BRANCA,SP,Sudeste,3510807,30144,0,0,0,0,1,Televisão,1,3.3174097664543525
CASA GRANDE,MG,Sudeste,3114907,2309,0,0,0,0,0,Nenhum,0,0
CASA NOVA,BA,Nordeste,2907202,73382,0,1,0,0,0,Online,1,1.3627320051238723
CASCA,RS,Sul,4304903,9079,1,0,0,0,1,Vários,2,22.02885780372288
CASCALHO RICO,MG,Sudeste,3115003,3071,0,0,0,0,1,Televisão,1,32.56268316509281
CASCAVEL,CE,Nordeste,2303501,71079,0,0,1,0,0,Rádio,1,1.4068852966417646
CASCAVEL,PR,Sul,4104808,319608,7,7,11,0,4,Vários,29,9.073615178593778
CASEARA,TO,Norte,1703909,5265,0,0,0,0,0,Nenhum,0,0
CASEIROS,RS,Sul,4304952,3185,0,0,0,0,0,Nenhum,0,0
CASIMIRO DE ABREU,RJ,Sudeste,3301306,41999,4,0,1,0,1,Vários,6,14.286054429867379
CASINHAS,PE,Nordeste,2604155,14274,0,0,1,0,0,Rádio,1,7.005744710662744
CASSERENGUE,PB,Nordeste,2504157,7476,0,0,0,0,0,Nenhum,0,0
CÁSSIA,MG,Sudeste,3115102,18057,0,0,1,0,1,Vários,2,11.076036993963559
CÁSSIA DOS COQUEIROS,SP,Sudeste,3510906,2591,0,0,0,0,0,Nenhum,0,0
CASSILÂNDIA,MS,Centro-Oeste,5002902,21748,1,1,2,0,1,Vários,5,22.99061982711054
CASTANHAL,PA,Norte,1502400,195253,2,0,5,0,3,Vários,10,5.12156023210911
CASTANHEIRA,MT,Centro-Oeste,5102850,8454,0,0,0,0,0,Nenhum,0,0
CASTANHEIRAS,RO,Norte,1100908,3550,0,0,0,0,0,Nenhum,0,0
CASTELÂNDIA,GO,Centro-Oeste,5205059,3610,0,0,0,0,0,Nenhum,0,0
CASTELO,ES,Sudeste,3201407,38304,0,0,1,0,1,Vários,2,5.221386800334169
CASTELO DO PIAUÍ,PI,Nordeste,2202604,19410,0,0,1,0,0,Rádio,1,5.151983513652756
CASTILHO,SP,Sudeste,3511003,20362,1,0,0,0,0,Jornal,1,4.911108928396032
CASTRO,PR,Sul,4104907,71501,2,1,2,0,1,Vários,6,8.391491028097509
CASTRO ALVES,BA,Nordeste,2907301,27238,0,0,2,0,1,Vários,3,11.014024524561274
CATAGUASES,MG,Sudeste,3115300,75025,7,0,3,0,2,Vários,12,15.99466844385205
CATALÃO,GO,Centro-Oeste,5205109,102393,10,0,2,0,1,Vários,13,12.696180402957234
CATANDUVA,SP,Sudeste,3511102,120691,2,2,5,0,3,Vários,12,9.942746352254932
CATANDUVAS,PR,Sul,4105003,10451,0,0,0,0,0,Nenhum,0,0
CATANDUVAS,SC,Sul,4204004,10632,0,0,0,0,1,Televisão,1,9.405568096313017
CATARINA,CE,Nordeste,2303600,20451,0,0,1,0,0,Rádio,1,4.889736443205711
CATAS ALTAS,MG,Sudeste,3115359,5316,0,0,0,0,0,Nenhum,0,0
CATAS ALTAS DA NORUEGA,MG,Sudeste,3115409,3666,0,0,0,0,0,Nenhum,0,0
CATENDE,PE,Nordeste,2604205,42343,0,0,0,0,0,Nenhum,0,0
CATIGUÁ,SP,Sudeste,3511201,7700,0,0,0,0,0,Nenhum,0,0
CATINGUEIRA,PB,Nordeste,2504207,4934,0,0,0,0,0,Nenhum,0,0
CATOLÂNDIA,BA,Nordeste,2907400,3669,0,0,0,0,0,Nenhum,0,0
CATOLÉ DO ROCHA,PB,Nordeste,2504306,30534,0,0,3,0,0,Rádio,3,9.825112988799372
CATU,BA,Nordeste,2907509,56459,0,0,1,0,2,Vários,3,5.313590393028569
CATUÍPE,RS,Sul,4305009,9335,0,0,1,0,1,Vários,2,21.424745581146222
CATUJI,MG,Sudeste,3115458,6612,0,0,0,0,0,Nenhum,0,0
CATUNDA,CE,Nordeste,2303659,10365,0,0,0,0,0,Nenhum,0,0
CATURAÍ,GO,Centro-Oeste,5205208,5041,0,0,0,0,0,Nenhum,0,0
CATURAMA,BA,Nordeste,2907558,9764,0,0,0,0,0,Nenhum,0,0
CATURITÉ,PB,Nordeste,2504355,4839,0,0,0,0,0,Nenhum,0,0
CATUTI,MG,Sudeste,3115474,5151,0,0,0,0,0,Nenhum,0,0
CAUCAIA,CE,Nordeste,2303709,362223,0,0,2,0,0,Rádio,2,0.5521460536741178
CAVALCANTE,GO,Centro-Oeste,5205307,9829,0,0,0,0,0,Nenhum,0,0
CAXAMBU,MG,Sudeste,3115508,22208,2,0,1,0,3,Vários,6,27.01729106628242
CAXAMBU DO SUL,SC,Sul,4204103,3850,0,0,0,0,1,Televisão,1,25.974025974025974
CAXIAS,MA,Nordeste,2103000,162657,0,0,1,0,4,Vários,5,3.073953165249574
CAXIAS DO SUL,RS,Sul,4305108,483377,11,2,9,0,2,Vários,24,4.965068673106084
CAXINGÓ,PI,Nordeste,2202653,5330,0,0,0,0,0,Nenhum,0,0
CEARÁ-MIRIM,RN,Nordeste,2402600,73849,0,0,2,0,0,Rádio,2,2.708228953675744
CEDRAL,MA,Nordeste,2103109,10490,0,0,0,0,0,Nenhum,0,0
CEDRAL,SP,Sudeste,3511300,8971,0,0,0,0,0,Nenhum,0,0
CEDRO,CE,Nordeste,2303808,25063,0,0,1,0,1,Vários,2,7.979890675497746
CEDRO,PE,Nordeste,2604304,11695,0,0,0,0,0,Nenhum,0,0
CEDRO DE SÃO JOÃO,SE,Nordeste,2801603,5933,0,0,0,0,0,Nenhum,0,0
CEDRO DO ABAETÉ,MG,Sudeste,3115607,1209,0,0,0,0,0,Nenhum,0,0
CELSO RAMOS,SC,Sul,4204152,2760,0,0,0,0,1,Televisão,1,36.231884057971016
CENTENÁRIO,RS,Sul,4305116,3016,0,0,0,0,0,Nenhum,0,0
CENTENÁRIO,TO,Norte,1704105,2866,0,0,0,0,0,Nenhum,0,0
CENTENÁRIO DO SUL,PR,Sul,4105102,11246,0,0,0,0,1,Televisão,1,8.892050506846878
CENTRAL,BA,Nordeste,2907608,17969,0,0,1,0,0,Rádio,1,5.565139963270076
CENTRAL DE MINAS,MG,Sudeste,3115706,7112,0,0,0,0,1,Televisão,1,14.060742407199102
